Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1872,1,1,,1872,12,31,,1872,"Portrait of Mary Constance Hilliard, later Mrs W.H. Churchill",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/122975'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Multimedia_B/WA/WA_1961_21-a-r-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Multimedia_B/WA/WA_1961_21-a-r-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,spring 1871,Perspective Study of two shallow Dishes,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159538'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_214_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_214_a-a-L.jpg,title,,#3f83e8
1900,1,1,,1900,12,31,,before 1900,"Laurel Leaf, seen Underneath and in Profile",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159353'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_009-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_009-a-L.jpg,title,,#3f83e8
1863,1,1,,1869,12,31,,c. 1863-1869,Town of Schaffhausen: Castle and Turrets,<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/297450'>Artwork homepage</a>,https://nrs.harvard.edu/urn-3:HUAM:VRS46314_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS46314_dynmc,title,,#00758F
1871,1,1,,1872,12,31,,winter 1871 - 1872,Study of Catenary Curves under Tension,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159646'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_005-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_005-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,c. February 1871,"Study of a Piece of Brick, to show Cleavage in Burnt Clay",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159580'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_281-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_281-a-L.jpg,title,,#3f83e8
1879,1,1,,1879,12,31,,May - August 1879,"Study of a Capital of one of the Upper Pinnacles of the Tomb of Cansignorio della Scala, Verona",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159715'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_098-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_098-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 26 December 1871,"Study of the Form of a Shield, from the Tomb of Eleanor of Castile in Westminster Abbey",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159650'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_011-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_011-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,May - August 1869,Study of the Tomb of Can Grande della Scala at Verona,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159596'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_057-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_057-a-L.jpg,title,,#3f83e8
1855,1,1,,1855,12,31,,c. 1855,"Design for a window in the University Museum, Oxford",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/176328'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_53-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1931/WA_1931_0000/WA_1931_53-a-L.jpg,title,,#3f83e8
1854,1,1,,1854,12,31,,1854,Tower of Fribourg,<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298635'>Artwork homepage</a>,https://nrs.harvard.edu/urn-3:HUAM:48817_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:48817_dynmc,title,,#00758F
1869,1,1,,1869,12,31,,August 1869,"A Window of the Broletto, Como: rapid Sketch in Colour, showing Method of inlaying Marbles",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159410'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_087-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_087-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably summer 1871,Sow Thistle,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159806'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_284-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_284-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,spring 1871,Sketch of a Wood Anemone,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159781'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_251_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_251_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1872,12,31,,winter 1871 - 1872,Diagrams showing a Construction for Placing the Honour-Points on a Shield,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/222326'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_006-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_006-a-L.jpg,title,,#3f83e8
1853,1,1,,1853,12,31,,1853,Studies of Leaves; verso: Skull of an Animal,"Miss Mabel Sturgis, gift; to Fogg Art Museum, 1928<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298674'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48815_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48815_dynmc,title,,#00758F
1870,1,1,,1871,12,31,,1870 - 1871,Sketch of a few Leaves in the Background of Botticelli's 'Primavera',<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159451'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_252-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_252-a-L.jpg,title,,#3f83e8
1849,1,1,,1849,12,31,,1849,Architectural Study: Palazzo Dandolo,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/299177'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:779020,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:779020,title,,#00758F
1876,1,1,,1877,12,31,,1876-1877,Venetian Renaissance Capital,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298766'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:DDC100826_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:DDC100826_dynmc,title,,#00758F
1869,1,1,,1869,12,31,,18 - 28 June 1869,"The Gryphon bearing the north Shaft of the west Entrance of the Duomo, Verona",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159406'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_082-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_082-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 1871,First Process of Sepia Sketch of Leafage: Study from Ruskin's Photograph of the Courtyard of a late Gothic wooden House at Abbeville,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159810'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD/WA_RS_RUD_290-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD/WA_RS_RUD_290-a-L.jpg,title,,#3f83e8
1853,1,1,,1853,12,31,,1853,"Old Cedar in the Botanic Garden, Chelsea",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/203077'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_2006/WA_2006_0000/WA_2006_175-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_2006/WA_2006_0000/WA_2006_175-a-L.jpg,title,,#3f83e8
1848,1,1,,1848,12,31,,1848,"Study of Portal and Carved Pinnacles, Cathedral of St. Lô, Normandy","Charles Eliot Norton, to; his daughters Sara, Margaret, and Elizabeth, sold; to Fogg Art Museum, 1919 [1]

[1] purchased with funds provided by Samuel Sachs<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298628'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:38491_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:38491_dynmc,title,,#00758F
1858,1,1,,1858,12,31,,1858,"Detail of ""Solomon and the Queen of Sheba"" by Veronese","John Ruskin, gift(?)[1]; to Charles Eliot Norton, gift; to Fogg Art Museum, 1907 

[1] See Norton's note on the old mat: ""Brought from Brantwood, June 1900""<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/299039'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:70226_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:70226_dynmc,title,,#00758F
1871,1,1,,1871,12,31,,c. 1871,Drawing of a Falcon in the Ormesby Psalter,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159509'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_167-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_167-a-L.jpg,title,,#3f83e8
1831,1,1,,1831,12,31,,before 1877,An Olive Spray and Two Leaf Outlines,Presented by Sir Claude Phillips in memory of his sister Eugenie Phillips 1910<br/><br/><a target='_new' href='http://www.tate.org.uk/art/artworks/ruskin-an-olive-spray-and-two-leaf-outlines-n02726'>Artwork homepage</a>,http://www.tate.org.uk/art/images/work/N/N02/N02726_8.jpg,Tate Museum,,http://www.tate.org.uk/art/images/work/N/N02/N02726_8.jpg,title,,#A09998
1859,1,1,,1859,12,31,,"July 26, 1859",Kempten,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/299185'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:70389_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:70389_dynmc,title,,#00758F
1852,1,1,,1852,12,31,,1852,Ivy-Leaved Toadflax ('Oxford Ivy'),<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159362'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_019-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_019-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,probably June 1845,Drawing of the Background of Raphael's 'Virgin and Child with the Infant Saint John' (The 'Madonna del Cardellino'),<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159572'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_269-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_269-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably October 1870,A Study of a Japanese enamelled Cup,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159533'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_201-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_201-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably autumn 1870,"Drawing of a Lion's Profile, from an Egyptian Sculpture",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159499'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_156-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_156-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,4 August 1845,Rough Sketch of Tree Growth: Macugnaga,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159476'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_296_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_296_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,before 1871,"The Head of a Miser: enlarged Drawing from Lützelburger's Woodcut of 'The Councillor', from the Series of 'Images of Death'",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159401'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_073-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_073-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,1 July 1870,"Sketch of an Eagle from Giovanni Pisano's Pulpit in the Duomo, Pisa",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159505'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_163-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_163-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,July 1871,Study of Wild Rose,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159769'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_238-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_238-a-L.jpg,title,,#3f83e8
1860,1,1,,1860,12,31,,before 1860,"Etching of Turner's Drawing of 'Rietz, near Saumur'",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159417'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_101-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_101-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,probably 1869,"Profile of a Violet Leaf, enlarged",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159801'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_278-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_278-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 1871,A Study of Greek clay Cantharus,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159694'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_053-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_053-a-L.jpg,title,,#3f83e8
1867,1,1,,1867,12,31,,10 February 1867,Study of a Paper Nautilus Shell,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159529'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_196-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_196-a-L.jpg,title,,#3f83e8
1868,1,1,,1868,12,31,,September - October 1868,"Study for Detail of the Market Place, Abbeville",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159600'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_061-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_061-a-L.jpg,title,,#3f83e8
1858,1,1,,1863,12,31,,1858 or 1863,Evening in Autumn under the Castle of Habsburg,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159591'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_299-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_299-a-L.jpg,title,,#3f83e8
1852,1,1,,1852,12,31,,probably June 1852,"Study of the North Gable of the Tomb of Mastino II della Scala, Verona",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159712'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_095-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_095-a-L.jpg,title,,#3f83e8
1873,1,1,,1873,12,31,,5 - 6 June 1873,A Wild Strawberry Plant,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159354'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_011_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_011_a-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably October 1871,"Study of a Kingfisher, with dominant Reference to Shade",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159753'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_202-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_202-a-L.jpg,title,,#3f83e8
1856,1,1,,1856,12,31,,c. 1856,Trunk of a Tree,"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298598'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48821_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48821_dynmc,title,,#00758F
1871,1,1,,1871,12,31,,18 May 1871,Fleur-de-Lys ('Iris Florentina'),<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159355'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_012-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_012-a-L.jpg,title,,#3f83e8
1852,1,1,,1852,12,31,,1852,"Study of an Archivolt in Saint Mark's, Venice","Edward Waldo Forbes, Cambridge, gift; to Fogg Art Museum, 1953<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/297456'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS80695_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS80695_dynmc,title,,#00758F
1871,1,1,,1871,12,31,,28 December 1871,Study of Carved Foliage on the Tomb of Eleanor of Castile in Westminster Abbey,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159705'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_078-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_078-a-L.jpg,title,,#3f83e8
1846,1,1,,1851,12,31,,1846 - 1851,Euphemia (Effie) Ruskin,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/101252'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1961/WA_1961_0000/WA_1961_37-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_1961/WA_1961_0000/WA_1961_37-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,30 April 1869,"Afternoon in Spring, with south Wind, at Neuchâtel",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159590'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_298_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_298_a-a-L.jpg,title,,#3f83e8
1841,1,1,,1841,12,31,,19 May 1841,"Study for Detail of the Piazza delle Erbe, Verona",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159601'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_062-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_REF_062-a-L.jpg,title,,#3f83e8
1870,1,1,,1871,12,31,,1870 - 1871,An Exercise on the Colour of a common Snail-Shell,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159528'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_194-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_194-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,probably 1871,The Outline of an Etruscan Cup of baked Clay,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159695'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_054-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_054-a-L.jpg,title,,#3f83e8
1873,1,1,,1873,12,31,,1873,Withered Rush-blossom (Exercise in Lamp-Black),"Fine Arts Department, Harvard University, Cambridge, MA, Transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298633'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:VRS48809_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:VRS48809_dynmc,title,,#00758F
1870,1,1,,1870,12,31,,28 June 1870,Study of the Head of the Angel Gabriel in Filippo Lippi's 'The Announcing Angel',<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159416'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_100-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_100-a-L.jpg,title,,#3f83e8
